Protein,Filename,Chain
1QS0,pdb1qs0.ent.gz,B
1P9E,pdb1p9e.ent.gz,A
5UWC,pdb5uwc.ent.gz,G
3AUV,pdb3auv.ent.gz,A
4IIN,pdb4iin.ent.gz,A
3IF6,pdb3if6.ent.gz,A
3DEZ,pdb3dez.ent.gz,A
3IBX,pdb3ibx.ent.gz,A
1BJF,pdb1bjf.ent.gz,A
4YR8,pdb4yr8.ent.gz,B
3H0D,pdb3h0d.ent.gz,A
3EYY,pdb3eyy.ent.gz,A
5UWC,pdb5uwc.ent.gz,I
8EHB,8EHB.pdb.gz,A
7B9C,pdb7b9c.ent.gz,B
3HJL,pdb3hjl.ent.gz,A
3WI3,pdb3wi3.ent.gz,A
2QOJ,pdb2qoj.ent.gz,Z
6ITW,pdb6itw.ent.gz,A
5LXV,pdb5lxv.ent.gz,A
1QQS,pdb1qqs.ent.gz,A
2P9J,pdb2p9j.ent.gz,A
4C0F,pdb4c0f.ent.gz,A
3RMI,pdb3rmi.ent.gz,A
1H8G,pdb1h8g.ent.gz,A
5LXV,pdb5lxv.ent.gz,B
5E58,pdb5e58.ent.gz,A
7QOA,7QOA.pdb.gz,A
1T77,pdb1t77.ent.gz,A
1ZMR,pdb1zmr.ent.gz,A
3EB8,pdb3eb8.ent.gz,A
3GFB,pdb3gfb.ent.gz,A
1Y3T,pdb1y3t.ent.gz,A
1N26,pdb1n26.ent.gz,A
4BB7,pdb4bb7.ent.gz,A
1XM7,pdb1xm7.ent.gz,A
3FLD,pdb3fld.ent.gz,A
1Z8U,pdb1z8u.ent.gz,A
2GTG,pdb2gtg.ent.gz,A
6RI3,pdb6ri3.ent.gz,A
5UPK,pdb5upk.ent.gz,A
1HGV,pdb1hgv.ent.gz,A
7MDH,pdb7mdh.ent.gz,A
1D1T,pdb1d1t.ent.gz,A
3CER,pdb3cer.ent.gz,A
5YGQ,pdb5ygq.ent.gz,A
5FOF,pdb5fof.ent.gz,A
7MBF,pdb7mbf.ent.gz,A
2O1Z,pdb2o1z.ent.gz,A
6J8Y,pdb6j8y.ent.gz,B
6J8Y,pdb6j8y.ent.gz,C
6J8Y,pdb6j8y.ent.gz,A
4K81,pdb4k81.ent.gz,A
3TH6,pdb3th6.ent.gz,A
4S1Q,pdb4s1q.ent.gz,H
3NCV,pdb3ncv.ent.gz,A
3RD3,pdb3rd3.ent.gz,A
1TQ8,pdb1tq8.ent.gz,A
2AAK,pdb2aak.ent.gz,A
2NNN,pdb2nnn.ent.gz,A
1TZA,pdb1tza.ent.gz,A
7YFJ,7YFJ.pdb.gz,A
7M0Q,7M0Q.pdb.gz,A
1FNO,pdb1fno.ent.gz,A
7O0T,pdb7o0t.ent.gz,A
2NQ2,pdb2nq2.ent.gz,A
4MDD,pdb4mdd.ent.gz,A
2NQ2,pdb2nq2.ent.gz,C
3DIF,pdb3dif.ent.gz,B
1Z0X,pdb1z0x.ent.gz,A
1S35,pdb1s35.ent.gz,A
1OKR,pdb1okr.ent.gz,A
6C4W,pdb6c4w.ent.gz,A
2QAR,pdb2qar.ent.gz,B
3H4S,pdb3h4s.ent.gz,A
3NIZ,pdb3niz.ent.gz,A
3OLC,pdb3olc.ent.gz,X
4F7E,pdb4f7e.ent.gz,A
5JCD,pdb5jcd.ent.gz,A
7O62,7O62.pdb.gz,A
2D4R,pdb2d4r.ent.gz,A
3E29,pdb3e29.ent.gz,A
2QV0,pdb2qv0.ent.gz,A
3I86,pdb3i86.ent.gz,A
3H4S,pdb3h4s.ent.gz,E
4C0G,pdb4c0g.ent.gz,A
5F5S,pdb5f5s.ent.gz,B
1RV3,pdb1rv3.ent.gz,A
2RIO,pdb2rio.ent.gz,A
6HZK,pdb6hzk.ent.gz,A
2EZV,pdb2ezv.ent.gz,A
3ONM,pdb3onm.ent.gz,A
7MZJ,pdb7mzj.ent.gz,H
1N1C,pdb1n1c.ent.gz,A
4P79,pdb4p79.ent.gz,A
1YZ4,pdb1yz4.ent.gz,A
2Z86,pdb2z86.ent.gz,A
7R9G,7R9G.pdb.gz,A
3G79,pdb3g79.ent.gz,A
3B8O,pdb3b8o.ent.gz,A
2RA5,pdb2ra5.ent.gz,A
1WDU,pdb1wdu.ent.gz,A
1K6Q,pdb1k6q.ent.gz,H
1K6Q,pdb1k6q.ent.gz,L
3MJK,pdb3mjk.ent.gz,A
2Q00,pdb2q00.ent.gz,A
3DM3,pdb3dm3.ent.gz,A
3WWV,pdb3wwv.ent.gz,A
5J2Y,pdb5j2y.ent.gz,A
6O7B,pdb6o7b.ent.gz,A
4B2G,pdb4b2g.ent.gz,A
2E28,pdb2e28.ent.gz,A
7DVE,pdb7dve.ent.gz,A
2OAS,pdb2oas.ent.gz,A
3MYD,pdb3myd.ent.gz,A
6IY9,pdb6iy9.ent.gz,A
5HU7,pdb5hu7.ent.gz,A
6O7B,pdb6o7b.ent.gz,B
1IPA,pdb1ipa.ent.gz,A
3TEO,pdb3teo.ent.gz,A
1S3L,pdb1s3l.ent.gz,A
1F2Q,pdb1f2q.ent.gz,A
2GGT,pdb2ggt.ent.gz,A
5U9N,pdb5u9n.ent.gz,A
3K80,pdb3k80.ent.gz,A
3QHT,pdb3qht.ent.gz,C
3E8V,pdb3e8v.ent.gz,A
1N8Y,pdb1n8y.ent.gz,C
1KFI,pdb1kfi.ent.gz,A
7LM5,pdb7lm5.ent.gz,A
3QWE,pdb3qwe.ent.gz,A
1R8E,pdb1r8e.ent.gz,A
6XT4,pdb6xt4.ent.gz,A
3OIQ,pdb3oiq.ent.gz,A
1XK5,pdb1xk5.ent.gz,A
3F1B,pdb3f1b.ent.gz,A
2Q0V,pdb2q0v.ent.gz,A
1RLW,pdb1rlw.ent.gz,A
1QNI,pdb1qni.ent.gz,A
1QVB,pdb1qvb.ent.gz,A
2VDU,pdb2vdu.ent.gz,B
6EPG,pdb6epg.ent.gz,B
1NT4,pdb1nt4.ent.gz,A
1KKH,pdb1kkh.ent.gz,A
2HZM,pdb2hzm.ent.gz,B
5I20,pdb5i20.ent.gz,A
1B35,pdb1b35.ent.gz,C
1B35,pdb1b35.ent.gz,A
1B35,pdb1b35.ent.gz,B
3H7M,pdb3h7m.ent.gz,A
3KF8,pdb3kf8.ent.gz,A
2HZM,pdb2hzm.ent.gz,A
6ZJ8,pdb6zj8.ent.gz,A
3KF8,pdb3kf8.ent.gz,B
4LGP,pdb4lgp.ent.gz,B
3EUD,pdb3eud.ent.gz,A
6EPG,pdb6epg.ent.gz,A
1B35,pdb1b35.ent.gz,D
5T0F,pdb5t0f.ent.gz,B
3GM8,pdb3gm8.ent.gz,A
1PXY,pdb1pxy.ent.gz,A
2PVP,pdb2pvp.ent.gz,A
7DOB,7DOB.pdb.gz,A
3WI5,pdb3wi5.ent.gz,A
1F89,pdb1f89.ent.gz,A
2HXO,pdb2hxo.ent.gz,A
2EHD,pdb2ehd.ent.gz,A
2D13,pdb2d13.ent.gz,A
3M1Y,pdb3m1y.ent.gz,A
7F5M,7F5M.pdb.gz,A
4WPM,pdb4wpm.ent.gz,A
3K2Y,pdb3k2y.ent.gz,A
2D1V,pdb2d1v.ent.gz,A
6KSF,pdb6ksf.ent.gz,A
7C3B,pdb7c3b.ent.gz,A
3TK1,pdb3tk1.ent.gz,A
6ZNX,pdb6znx.ent.gz,A
1NW9,pdb1nw9.ent.gz,B
1U8W,pdb1u8w.ent.gz,A
4YMR,pdb4ymr.ent.gz,A
4PHX,pdb4phx.ent.gz,A
5XX0,pdb5xx0.ent.gz,A
3E9N,pdb3e9n.ent.gz,A
3AXY,pdb3axy.ent.gz,C
2XPH,pdb2xph.ent.gz,A
3AXY,pdb3axy.ent.gz,A
3CFU,pdb3cfu.ent.gz,A
4UX5,pdb4ux5.ent.gz,A
5BYU,pdb5byu.ent.gz,A
1IIZ,pdb1iiz.ent.gz,A
6M12,pdb6m12.ent.gz,a
1NBW,pdb1nbw.ent.gz,A
2DZD,pdb2dzd.ent.gz,A
1CM8,pdb1cm8.ent.gz,A
2IHM,pdb2ihm.ent.gz,A
2PT7,pdb2pt7.ent.gz,A
1YCO,pdb1yco.ent.gz,A
1HI9,pdb1hi9.ent.gz,A
1ZOY,pdb1zoy.ent.gz,B
2PH7,pdb2ph7.ent.gz,A
2CG4,pdb2cg4.ent.gz,A
2PT7,pdb2pt7.ent.gz,G
1ZOY,pdb1zoy.ent.gz,C
1NBW,pdb1nbw.ent.gz,B
2IAZ,pdb2iaz.ent.gz,A
1ZOY,pdb1zoy.ent.gz,D
2WQD,pdb2wqd.ent.gz,A
6SFF,pdb6sff.ent.gz,A
2O5N,pdb2o5n.ent.gz,A
7V1O,7V1O.pdb.gz,A
3CVZ,pdb3cvz.ent.gz,A
6MBX,pdb6mbx.ent.gz,A
3M95,pdb3m95.ent.gz,A
5DA4,pdb5da4.ent.gz,A
7X2L,7X2L.pdb.gz,B
8B8D,8B8D.pdb.gz,A
2C6Y,pdb2c6y.ent.gz,A
5BOK,pdb5bok.ent.gz,A
2X24,pdb2x24.ent.gz,A
7VRG,7VRG.pdb.gz,A
2QGZ,pdb2qgz.ent.gz,A
5GZ9,pdb5gz9.ent.gz,A
1JSX,pdb1jsx.ent.gz,A
3LUA,pdb3lua.ent.gz,A
3Q69,pdb3q69.ent.gz,A
1N1I,pdb1n1i.ent.gz,A
1DEB,pdb1deb.ent.gz,A
2PUS,pdb2pus.ent.gz,A
5IMY,pdb5imy.ent.gz,A
7QUE,7QUE.pdb.gz,A
5Y7Y,pdb5y7y.ent.gz,A
1TLQ,pdb1tlq.ent.gz,A
2BDT,pdb2bdt.ent.gz,A
3A8R,pdb3a8r.ent.gz,A
1PDK,pdb1pdk.ent.gz,B
4U3Q,pdb4u3q.ent.gz,A
2A6H,pdb2a6h.ent.gz,D
1FEP,pdb1fep.ent.gz,A
1YF2,pdb1yf2.ent.gz,A
6S7I,pdb6s7i.ent.gz,A
7L78,7L78.pdb.gz,A
2A6H,pdb2a6h.ent.gz,A
1YB4,pdb1yb4.ent.gz,A
5BPD,pdb5bpd.ent.gz,A
5WWL,pdb5wwl.ent.gz,M
5WWL,pdb5wwl.ent.gz,N
3DWD,pdb3dwd.ent.gz,A
2I15,pdb2i15.ent.gz,A
3HG9,pdb3hg9.ent.gz,A
2HD3,pdb2hd3.ent.gz,A
2A6H,pdb2a6h.ent.gz,E
2QJY,pdb2qjy.ent.gz,A
4HU4,pdb4hu4.ent.gz,A
2QJY,pdb2qjy.ent.gz,B
3L82,pdb3l82.ent.gz,B
2I0M,pdb2i0m.ent.gz,A
1LN1,pdb1ln1.ent.gz,A
3EOZ,pdb3eoz.ent.gz,A
1RVV,pdb1rvv.ent.gz,1
2BYK,pdb2byk.ent.gz,A
2BYK,pdb2byk.ent.gz,B
5ZJT,pdb5zjt.ent.gz,A
3L8M,pdb3l8m.ent.gz,A
3DKZ,pdb3dkz.ent.gz,A
3GNA,pdb3gna.ent.gz,A
3MC2,pdb3mc2.ent.gz,A
6SA8,pdb6sa8.ent.gz,A
4I1E,pdb4i1e.ent.gz,A
1SO2,pdb1so2.ent.gz,A
3E0M,pdb3e0m.ent.gz,A
1ZBP,pdb1zbp.ent.gz,A
1LO4,pdb1lo4.ent.gz,H
1SQU,pdb1squ.ent.gz,A
6VDA,pdb6vda.ent.gz,A
3PH0,pdb3ph0.ent.gz,A
3PH0,pdb3ph0.ent.gz,C
4A4Z,pdb4a4z.ent.gz,A
3D5K,pdb3d5k.ent.gz,A
5CO8,pdb5co8.ent.gz,A
7Z3H,7Z3H.pdb.gz,A
2ZC7,pdb2zc7.ent.gz,A
4H0F,pdb4h0f.ent.gz,A
3II6,pdb3ii6.ent.gz,X
5NOI,pdb5noi.ent.gz,A
4ENE,pdb4ene.ent.gz,A
3AQB,pdb3aqb.ent.gz,B
2OWL,pdb2owl.ent.gz,A
3EJJ,pdb3ejj.ent.gz,X
1WRB,pdb1wrb.ent.gz,A
4ENE,pdb4ene.ent.gz,C
3EJJ,pdb3ejj.ent.gz,A
3AQB,pdb3aqb.ent.gz,A
3C0D,pdb3c0d.ent.gz,A
2PCS,pdb2pcs.ent.gz,A
1Y8X,pdb1y8x.ent.gz,A
1Y8X,pdb1y8x.ent.gz,B
3V9R,pdb3v9r.ent.gz,A
3V9R,pdb3v9r.ent.gz,B
5MW8,pdb5mw8.ent.gz,A
6QZO,pdb6qzo.ent.gz,A
2O8S,pdb2o8s.ent.gz,A
1EGA,pdb1ega.ent.gz,A
2FZ4,pdb2fz4.ent.gz,A
2QW7,pdb2qw7.ent.gz,A
2DPY,pdb2dpy.ent.gz,A
7JOO,pdb7joo.ent.gz,H
6ZQ3,pdb6zq3.ent.gz,A
7JOO,pdb7joo.ent.gz,C
3K2T,pdb3k2t.ent.gz,A
2YY0,pdb2yy0.ent.gz,A
1JQP,pdb1jqp.ent.gz,A
3CNC,pdb3cnc.ent.gz,A
1SG1,pdb1sg1.ent.gz,X
3B83,pdb3b83.ent.gz,A
6TA8,pdb6ta8.ent.gz,A
3U5T,pdb3u5t.ent.gz,A
3LX2,pdb3lx2.ent.gz,A
5CA5,pdb5ca5.ent.gz,A
2ATP,pdb2atp.ent.gz,B
7C28,pdb7c28.ent.gz,A
2DLC,pdb2dlc.ent.gz,X
6ANI,pdb6ani.ent.gz,H
6QBW,pdb6qbw.ent.gz,A
2ZXE,pdb2zxe.ent.gz,A
3NVQ,pdb3nvq.ent.gz,A
6S8W,pdb6s8w.ent.gz,A
7LT1,pdb7lt1.ent.gz,A
2ZXE,pdb2zxe.ent.gz,B
3ZJX,pdb3zjx.ent.gz,A
1HG4,pdb1hg4.ent.gz,A
2ZXE,pdb2zxe.ent.gz,G
2VPZ,pdb2vpz.ent.gz,A
3K8Z,pdb3k8z.ent.gz,A
2FJI,pdb2fji.ent.gz,1
2VPZ,pdb2vpz.ent.gz,C
2VPZ,pdb2vpz.ent.gz,B
3UB2,pdb3ub2.ent.gz,A
6L7M,pdb6l7m.ent.gz,A
1EPU,pdb1epu.ent.gz,A
5DKO,pdb5dko.ent.gz,A
2NWU,pdb2nwu.ent.gz,A
2O6W,pdb2o6w.ent.gz,A
4RNG,pdb4rng.ent.gz,A
1ZYO,pdb1zyo.ent.gz,A
2DJW,pdb2djw.ent.gz,A
1D5A,pdb1d5a.ent.gz,A
1KYA,pdb1kya.ent.gz,A
2V6Y,pdb2v6y.ent.gz,A
8A28,8A28.pdb.gz,A
3OX6,pdb3ox6.ent.gz,A
3V8U,pdb3v8u.ent.gz,A
4MYB,pdb4myb.ent.gz,A
4L8H,pdb4l8h.ent.gz,A
6TJ1,pdb6tj1.ent.gz,A
1JAD,pdb1jad.ent.gz,A
3WOC,pdb3woc.ent.gz,A
3SPE,pdb3spe.ent.gz,A
1OYS,pdb1oys.ent.gz,A
1VF7,pdb1vf7.ent.gz,A
5FSR,pdb5fsr.ent.gz,A
3DJC,pdb3djc.ent.gz,A
8DIK,8DIK.pdb.gz,A
6O35,pdb6o35.ent.gz,A
1S5J,pdb1s5j.ent.gz,A
3GDI,pdb3gdi.ent.gz,A
1RTY,pdb1rty.ent.gz,A
4Q97,pdb4q97.ent.gz,A
3M7N,pdb3m7n.ent.gz,G
3M7N,pdb3m7n.ent.gz,D
3M7N,pdb3m7n.ent.gz,A
7KKF,pdb7kkf.ent.gz,A
4FFV,pdb4ffv.ent.gz,A
4FFV,pdb4ffv.ent.gz,D
2ZKT,pdb2zkt.ent.gz,A
2PPI,pdb2ppi.ent.gz,A
3GME,pdb3gme.ent.gz,A
2Q1Z,pdb2q1z.ent.gz,B
2Q1Z,pdb2q1z.ent.gz,A
3GME,pdb3gme.ent.gz,D
5B4M,pdb5b4m.ent.gz,C
5ZQH,pdb5zqh.ent.gz,A
3PDI,pdb3pdi.ent.gz,A
3PDI,pdb3pdi.ent.gz,B
4MOB,pdb4mob.ent.gz,A
6BK5,pdb6bk5.ent.gz,A
7VKA,7VKA.pdb.gz,A
4MB8,pdb4mb8.ent.gz,A
2QV3,pdb2qv3.ent.gz,A
4ACV,pdb4acv.ent.gz,A
6WKO,pdb6wko.ent.gz,A
5TTX,pdb5ttx.ent.gz,A
6LPW,pdb6lpw.ent.gz,A
4O7O,pdb4o7o.ent.gz,A
5TE9,pdb5te9.ent.gz,A
4YVQ,pdb4yvq.ent.gz,A
4LHF,pdb4lhf.ent.gz,A
5AF0,pdb5af0.ent.gz,A
5WUF,pdb5wuf.ent.gz,A
3SEK,pdb3sek.ent.gz,C
3W1Z,pdb3w1z.ent.gz,A
4JNH,pdb4jnh.ent.gz,A
6NOR,pdb6nor.ent.gz,A
6JX5,pdb6jx5.ent.gz,A
4LEJ,pdb4lej.ent.gz,A
3F4N,pdb3f4n.ent.gz,A
4EV0,pdb4ev0.ent.gz,A
5Y59,pdb5y59.ent.gz,B
6IW6,pdb6iw6.ent.gz,A
4FPR,pdb4fpr.ent.gz,A
7DTJ,pdb7dtj.ent.gz,A
2R40,pdb2r40.ent.gz,D
6JUI,pdb6jui.ent.gz,A
3U2B,pdb3u2b.ent.gz,C
6JQA,pdb6jqa.ent.gz,A
6BMT,pdb6bmt.ent.gz,B
3G4D,pdb3g4d.ent.gz,A
6JH0,pdb6jh0.ent.gz,B
5AN6,pdb5an6.ent.gz,A
6NKO,pdb6nko.ent.gz,A
4E18,pdb4e18.ent.gz,B
3HLY,pdb3hly.ent.gz,A
4GMV,pdb4gmv.ent.gz,A
3WO6,pdb3wo6.ent.gz,A
6B8C,pdb6b8c.ent.gz,A
4XAX,pdb4xax.ent.gz,A
4V9F,4V9F.pdb.gz,6
4FK1,pdb4fk1.ent.gz,A
5JXR,pdb5jxr.ent.gz,A
6PSE,pdb6pse.ent.gz,A
3KVP,pdb3kvp.ent.gz,A
7CCE,pdb7cce.ent.gz,A
5JNP,pdb5jnp.ent.gz,A
4KP3,pdb4kp3.ent.gz,C
4KP3,pdb4kp3.ent.gz,E
5KWY,pdb5kwy.ent.gz,C
5YDG,pdb5ydg.ent.gz,A
5MTM,pdb5mtm.ent.gz,B
6AE1,pdb6ae1.ent.gz,A
5GOX,pdb5gox.ent.gz,A
5JRB,pdb5jrb.ent.gz,A
3T34,pdb3t34.ent.gz,A
5T59,pdb5t59.ent.gz,C
5HLJ,pdb5hlj.ent.gz,A
2RA1,pdb2ra1.ent.gz,A
4GT4,pdb4gt4.ent.gz,A
6K9C,pdb6k9c.ent.gz,A
3NB0,pdb3nb0.ent.gz,A
6OJJ,pdb6ojj.ent.gz,A
5TH5,pdb5th5.ent.gz,A
2QG7,pdb2qg7.ent.gz,A
4TQ3,pdb4tq3.ent.gz,A
5TVM,pdb5tvm.ent.gz,E
5Y20,pdb5y20.ent.gz,A
5CJ9,pdb5cj9.ent.gz,A
3SWJ,pdb3swj.ent.gz,A
4OYH,pdb4oyh.ent.gz,A
6QP0,pdb6qp0.ent.gz,A
4C20,pdb4c20.ent.gz,A
6CTY,pdb6cty.ent.gz,A
3STO,pdb3sto.ent.gz,A
6XUL,pdb6xul.ent.gz,A
3TDC,pdb3tdc.ent.gz,A
6HZN,pdb6hzn.ent.gz,A
5FG0,pdb5fg0.ent.gz,A
2D40,pdb2d40.ent.gz,A
5DZ8,pdb5dz8.ent.gz,A
3EGL,pdb3egl.ent.gz,A
2VQD,pdb2vqd.ent.gz,A
3M2W,pdb3m2w.ent.gz,A
5OEZ,pdb5oez.ent.gz,A
6VM8,pdb6vm8.ent.gz,D
5FHI,pdb5fhi.ent.gz,A
3LJY,pdb3ljy.ent.gz,A
3KXR,pdb3kxr.ent.gz,A
2HMA,pdb2hma.ent.gz,A
5LBS,pdb5lbs.ent.gz,H
3P9W,pdb3p9w.ent.gz,B
2QRD,pdb2qrd.ent.gz,E
2QRD,pdb2qrd.ent.gz,A
2QRD,pdb2qrd.ent.gz,B
6L2G,pdb6l2g.ent.gz,A
6S8R,pdb6s8r.ent.gz,A
3MB2,pdb3mb2.ent.gz,A
3MB2,pdb3mb2.ent.gz,B
6K3G,pdb6k3g.ent.gz,B
2OQT,pdb2oqt.ent.gz,A
2HEV,pdb2hev.ent.gz,F
7M95,7M95.pdb.gz,A
6TZC,pdb6tzc.ent.gz,B
6WT6,pdb6wt6.ent.gz,A
3L8C,pdb3l8c.ent.gz,A
3O8J,pdb3o8j.ent.gz,A
2BMF,pdb2bmf.ent.gz,A
1ZVF,pdb1zvf.ent.gz,A
2B3Z,pdb2b3z.ent.gz,A
7O52,pdb7o52.ent.gz,U
7CYX,pdb7cyx.ent.gz,A
1FD9,pdb1fd9.ent.gz,A
1X9G,pdb1x9g.ent.gz,A
1X79,pdb1x79.ent.gz,A
5H1X,pdb5h1x.ent.gz,A
3PLC,pdb3plc.ent.gz,A
3RKV,pdb3rkv.ent.gz,A
2ICW,pdb2icw.ent.gz,G
4RSV,pdb4rsv.ent.gz,A
2JBY,pdb2jby.ent.gz,A
4QNL,pdb4qnl.ent.gz,A
5VWS,pdb5vws.ent.gz,A
7CUZ,pdb7cuz.ent.gz,A
3KN3,pdb3kn3.ent.gz,A
6Q40,pdb6q40.ent.gz,A
3CES,pdb3ces.ent.gz,A
5NXQ,pdb5nxq.ent.gz,A
4FYE,pdb4fye.ent.gz,A
4NG2,pdb4ng2.ent.gz,E
4WJ1,pdb4wj1.ent.gz,A
5UXQ,pdb5uxq.ent.gz,A
5UXQ,pdb5uxq.ent.gz,B
3VWB,pdb3vwb.ent.gz,A
4JZ6,pdb4jz6.ent.gz,A
7Z42,7Z42.pdb.gz,B
6OL7,pdb6ol7.ent.gz,C
6OL7,pdb6ol7.ent.gz,A
6OL7,pdb6ol7.ent.gz,B
3BWK,pdb3bwk.ent.gz,A
3QWN,pdb3qwn.ent.gz,A
5FD3,pdb5fd3.ent.gz,A
4ADT,pdb4adt.ent.gz,A
2P1Y,pdb2p1y.ent.gz,A
2B4A,pdb2b4a.ent.gz,A
4AQ1,pdb4aq1.ent.gz,A
4AQ1,pdb4aq1.ent.gz,B
2Z00,pdb2z00.ent.gz,A
4GQA,pdb4gqa.ent.gz,A
7WJG,7WJG.pdb.gz,A
4UAD,pdb4uad.ent.gz,A
3RKR,pdb3rkr.ent.gz,A
1ULV,pdb1ulv.ent.gz,A
7MX5,pdb7mx5.ent.gz,A
3MK4,pdb3mk4.ent.gz,A
4CBK,pdb4cbk.ent.gz,A
4U3A,pdb4u3a.ent.gz,A
3RH2,pdb3rh2.ent.gz,A
6FQP,pdb6fqp.ent.gz,A
4IM4,pdb4im4.ent.gz,A
2Q7T,pdb2q7t.ent.gz,A
6Z7W,pdb6z7w.ent.gz,B
4GKP,pdb4gkp.ent.gz,A
7S08,7S08.pdb.gz,A
3B77,pdb3b77.ent.gz,A
1WY5,pdb1wy5.ent.gz,A
5Z3R,pdb5z3r.ent.gz,A
2H1K,pdb2h1k.ent.gz,A
5G4P,pdb5g4p.ent.gz,A
5IVU,pdb5ivu.ent.gz,A
3HV0,pdb3hv0.ent.gz,A
4V14,pdb4v14.ent.gz,A
6YK8,pdb6yk8.ent.gz,A
7BI4,7BI4.pdb.gz,A
1U3H,pdb1u3h.ent.gz,A
3IFU,pdb3ifu.ent.gz,A
6HLK,pdb6hlk.ent.gz,A
1M4U,pdb1m4u.ent.gz,A
5CJJ,pdb5cjj.ent.gz,A
7ARX,7ARX.pdb.gz,B
7ARX,7ARX.pdb.gz,A
7PCV,7PCV.pdb.gz,A
6TUG,pdb6tug.ent.gz,A
6NMR,pdb6nmr.ent.gz,A
6NMR,pdb6nmr.ent.gz,B
7NXQ,pdb7nxq.ent.gz,A
5TPT,pdb5tpt.ent.gz,A
3EFA,pdb3efa.ent.gz,A
6V82,pdb6v82.ent.gz,B
6V82,pdb6v82.ent.gz,A
5JA4,pdb5ja4.ent.gz,D
7E85,7E85.pdb.gz,A
6R17,pdb6r17.ent.gz,A
4JG9,pdb4jg9.ent.gz,A
3W8H,pdb3w8h.ent.gz,B
3VTS,pdb3vts.ent.gz,A
4RR5,pdb4rr5.ent.gz,A
4WAI,pdb4wai.ent.gz,A
7MMO,pdb7mmo.ent.gz,A
7MMO,pdb7mmo.ent.gz,B
6CHJ,pdb6chj.ent.gz,A
5W5P,pdb5w5p.ent.gz,A
4TKT,pdb4tkt.ent.gz,A
4AS5,pdb4as5.ent.gz,A
5HGC,pdb5hgc.ent.gz,A
6HPD,pdb6hpd.ent.gz,A
7KO9,7KO9.pdb.gz,A
3RY3,pdb3ry3.ent.gz,A
7TOC,7TOC.pdb.gz,A
4WY5,pdb4wy5.ent.gz,A
4I5L,pdb4i5l.ent.gz,C
3GWJ,pdb3gwj.ent.gz,A
7MP4,7MP4.pdb.gz,A
3JYF,pdb3jyf.ent.gz,A
4MUD,pdb4mud.ent.gz,A
4QDF,pdb4qdf.ent.gz,B
1SBF,pdb1sbf.ent.gz,A
4LR4,pdb4lr4.ent.gz,A
3CAX,pdb3cax.ent.gz,A
3WO8,pdb3wo8.ent.gz,A
7DT1,7DT1.pdb.gz,A
5FZU,pdb5fzu.ent.gz,A
5IJH,pdb5ijh.ent.gz,A
5V50,pdb5v50.ent.gz,A
6CA6,pdb6ca6.ent.gz,B
6CA6,pdb6ca6.ent.gz,A
1HC7,pdb1hc7.ent.gz,A
5WDI,pdb5wdi.ent.gz,A
5MPO,pdb5mpo.ent.gz,C
5MPO,pdb5mpo.ent.gz,A
3G74,pdb3g74.ent.gz,A
3E98,pdb3e98.ent.gz,A
7TZH,7TZH.pdb.gz,A
7TZH,7TZH.pdb.gz,B
5AJT,pdb5ajt.ent.gz,A
7W26,7W26.pdb.gz,A
5NM9,pdb5nm9.ent.gz,A
6AW0,pdb6aw0.ent.gz,A
5X04,pdb5x04.ent.gz,A
4PSM,pdb4psm.ent.gz,A
6QXL,pdb6qxl.ent.gz,A
2CX6,pdb2cx6.ent.gz,A
3BT7,pdb3bt7.ent.gz,A
7UPS,7UPS.pdb.gz,A
7BBA,pdb7bba.ent.gz,A
6GBQ,pdb6gbq.ent.gz,A
7KUW,7KUW.pdb.gz,A
5DZW,pdb5dzw.ent.gz,A
6MOJ,pdb6moj.ent.gz,A
5HPK,pdb5hpk.ent.gz,B
6NYR,pdb6nyr.ent.gz,A
2RC5,pdb2rc5.ent.gz,A
5ERN,pdb5ern.ent.gz,A
6OD2,pdb6od2.ent.gz,A
3LVJ,pdb3lvj.ent.gz,C
5MAB,pdb5mab.ent.gz,A
5W63,pdb5w63.ent.gz,A
5GVC,pdb5gvc.ent.gz,A
6MTS,pdb6mts.ent.gz,H
6BE0,pdb6be0.ent.gz,A
5C94,pdb5c94.ent.gz,A
7FAW,7FAW.pdb.gz,A
3I1I,pdb3i1i.ent.gz,A
1TJ7,pdb1tj7.ent.gz,A
4QHB,pdb4qhb.ent.gz,A
6NOB,pdb6nob.ent.gz,A
6B6I,pdb6b6i.ent.gz,A
6OSU,pdb6osu.ent.gz,A
5TIH,pdb5tih.ent.gz,A
6WB7,pdb6wb7.ent.gz,A
5TIH,pdb5tih.ent.gz,H
5BY3,pdb5by3.ent.gz,A
5OIU,pdb5oiu.ent.gz,A
2RCK,pdb2rck.ent.gz,A
3TQH,pdb3tqh.ent.gz,A
4LD3,pdb4ld3.ent.gz,B
3QQW,pdb3qqw.ent.gz,A
4G59,pdb4g59.ent.gz,C
4G59,pdb4g59.ent.gz,A
7MGV,pdb7mgv.ent.gz,A
7JXU,pdb7jxu.ent.gz,C
3ICA,pdb3ica.ent.gz,A
6Q63,pdb6q63.ent.gz,A
7WNT,7WNT.pdb.gz,A
7V8P,7V8P.pdb.gz,A
2CE7,pdb2ce7.ent.gz,A
6HZO,pdb6hzo.ent.gz,A
3ABI,pdb3abi.ent.gz,A
4WXA,pdb4wxa.ent.gz,D
4WXA,pdb4wxa.ent.gz,A
2P1Z,pdb2p1z.ent.gz,A
